content,sentiment
"🤍 kalau peluangnya
5% diizinin nonton konser
95% ga diizinin n diceramahin abcdxyz 

Mending ttp nyoba izin atau yaudah terima ga usah nonton?:( TP PGN NONTON😭😭😭 all akomodasi+tiket bisa pake uang sendiri, jgn saranin ga usah izin soalnya ak dr luar jkt + takud knp2:(",C
🤍 lebih suka beng2 atau oreo ges https://t.co/31cAzxSpEZ,O
💭 spill parfum yg wangi nya ada teh gitu tapi seger dan ga bikin pusing mau di indoor atau pun outdoor,O
"🤍 klen prefer tsb or dufan ges, knph? https://t.co/MeMXWnd3sd",O
"💭 kenapa ya, sering bgt ada akun rl yang dm aku.. padahal gak follow base rl. Ada yg pernah gini juga gak?",O
"kalian pernah gatal2 gak sih kulitnya abis main sama kucing? aku mau ngadopsi rapi maju mundur, takutnya itu alergi, tapi ga smpe bersin2 sih... 💭",O
💭 saranin novel basing yg ada unsur islaminya dong😭😭,O
"🤍 mau minta pandangan kalian mengenai ini, tapi please pake bahasa yang baik:) ini aku salah ga kalau merasa sakit hati sama kata-katanya? jadi kan aku ikutan UKM sastra gitu, kemarin tuh dalam rangka ngerayain bulan bahasa disuruh buat 3 puisi. Waktu aku kirim ke (cont) https://t.co/jCa3hKzvwY",N
"pengurus ternyata tanggapannya begitu. Aku paham betul maksudnya biar puisi aku berkembang, tapi dibilang ga niat dan jelek bikin aku down banget, aku jadi takut bikin puisi lagi. Chat ini pun baru berani aku buka setelah 3 hari karena kemarin aku lagi UTS jadi takut malah (cont)",N
ngeganggu fokus aku:(,N
"💭 Indonesia won Best National Costume at Mister International 2022 🏆 👏🏻😍
https://t.co/hHvA6Vs3b4",E
"🤍 maaf ya kalo kalian sebel, gue jg benci sisi diri gue yg ini yg sampe ngelakuin hal bodoh cuma biar dipuji orang lain 💔 https://t.co/ui1MLTY1SA",N
saran lagu yang tentang love myself 💭,O
"🤍 [titipan]
saran dong kalo kalian di posisi sender https://t.co/M0O2ySqfmO",O
"💭 aku bosen banget, hari ini panas pula

saran bikin minuman yang seger dong",N
"💭 di rumah kalian pernah ada serangga kecil2 trs loncatnya cepet bgt gitu gaaa? kalo dipites ada darahnya. tp bukan kutu rambut, itu apaan yaaa? gatel bgt kalo gigit trs ngebekas:((",O
"💭 temen kalian kemarin pada ke konser gak si? sg penuh clip konser, gue ngerasa kudet bgt😭",O
🤍 gua butuh topik buat chat dia😭,N
🤍 tolong kasi tau sender akun ig atau twttr yg suka kasih info konser atau festival musik doong. Makasii sebelumnya🙏🏻,O
"🤍 mau tanya dong, yg pernah beli tiket cerita cintaku raditya dika, itu pas mesen tiket formulirnya ada apa aja selain nama pemesan?",O
"🤍 aku takut ga dapet PTN, aku takut prospek kerja nantinya, aku takut ortu gapunya biaya yang cukup :(",N
🤍 tolong sender naksir sama stranger 😭😭😭😭,N
"🤍 gais pls cara ngatasi kek chatan elite di rl ngobrol sulit, kek dia tau gue tu namanya siapa tp kek wkt ketemu tu malah bingung. jd pls tolong bgt cara kek ngajak ngomong duluan gmn, tktnya dia malah bomat + ngehindar gitu kan malu",N
Yang punya tas kayak gini terus abis dicuci langsung ngeras terus jadi kuning itu gimana ya balikin kayak biasa lagi T___T 💭 huhu punya sender abis dicuci langsung ngeras padahal cuma sender pakein sikat gigi 😢 https://t.co/H03jrQLS9v,O
"💭 Perasaan DPR di Indo cuma 1 deh, kenapa di Korea ada 5?",O
"💭 sender masih newbie soal dunia kerja, sebutin dong istilah yg ada di dunia kerja dan keterangannya, sender jg masih belum tau bedanya interview user sm hrd",O
💭 what do you think about orang yang kerja sebagai sales?,O
"💭 sender mimpi tadi malem gendong bayikkk, di rl paling gaseneng sm bayi gitu tp pas di mimpi ya allah seneng bgtt, gemesh juga trnyata sm anak kecil 😔😔",N
🤍 Coba spill lagu jaman musically yang masih kamu inget,O
"🤍 permisi, di sini ada yg berprofesi sebagai guru honorer? Boleh minta tolong? Sender lagi cari responden untuk penelitian skripsi. Thank u🙏 https://t.co/WwJSXH4lAQ",O
"💭 sender mau diajak ke tabib,  dipijet biar mata sender ga minus. kira"" sender hrs stuju atau engga ya?",C
🤍 karakter anime apa ya yg bagus buat dicosplay temen sender yg hijaban?,O
"🤍 gess tenggorokan aku lagi sakit,harus  beli minuman apa ya di Indoapril buat tenggorokan sakit? 😭",O
💭 kalian yg ciwi2 pernah ga ke sekolah pake kutek bening?😃,O
"💭 sumpah, dunia skrg udah makin gila. aku baru tau bgt kalau... di kalangan anak smp skrg udah pada jual peraw*n bahkan cuma buat beli iPhone. dan itutuh banyak yang dari sklhku. speechless banget aku, aku kira cuma nakal sebatas nonton B*L/ngutang pake spaylater gitu, (cont)",N
"ternyata ada yang sampe kayak gitu.. bingung banget, aku senolep itukah sampe gatau ada hal kayak gini?... pantes aja temenku bilang aku terlalu polos",N
lebih suka chatan atau vn an? 🤍,O
🤍 klian kesel gksih mau liat trending yg muncul beginia smw😇😇🫵🏻🫵🏻 https://t.co/5Bs6hDlj9b,N
"💭 abang nya ga main main kasih keriuk tahu 😍😍

&lt;tahu nya beda plastik&gt; https://t.co/RBeUadfEPN",N
"CW // harsh words kata kasar 

Pedeef banget ga tuh😭 💭 https://t.co/1OZKkavYwh",N
disini ada user iPhonee 7? iP 7 masih enak dipake ga si? reviewww dongss 🤍,O
🤍 semangatin sender dong sender lagi sekolah lemes bgt :(,N
"💭 aku ada rencana mau reuni sama temen lama, saran tempat buat reuni dongg (kalo bisa yg dom bekasi-jakarta) makasih🙏",O
🤍 Siapa anak kos yg duidnya udah habis tp takut minta ke ortu?? saia kack 😭☝,A
🤍 guys udah ada yang pernah nonton konser di tennis indoor blm? Yang bagian tribun tetep keliatan jelas ga yah artisnya?,O
🤍 guys kalo mau reapply ss harus cuci muka dulu ngga?,O
"🤍 kalo bias kalian diambil temen, kalian gimana? bener2 dia kek sengaja banget manas2in kalian",N
"saran merk powerbank yg oke buat konser dong, sama klo kapasitas 20.000mah biasanya berat bgt ga ya? hpku ip 11 makasih yg udah saranin 🤍",C
💭 iphone 13 pro max or iphone 14?,C
🤍 Yang anak kos kalian biasa sejuta habis berapa minggu??,O
"💭 kalian kalau makan rambut nenen tim yang mana?
a. kerupuknya doang
b. gulanya doang
c. kerupuk &amp; gula mKan barengan
d. kerupuk &amp; gula dipisah
e. jawaban lain https://t.co/IaqtqJirCF",C
🤍 kalian suka baca webtoon gak?,O
"aku lg mau bellli iP second, enaknya nanya apalagi ya? aku bingung 🤍",C
"🤍 pas daring ngehindarin tugas video, skrng pas ptm ngehindarin tugas kelompok😵‍💫",N
💭 Halo. Bagi yang butuh konseling psikolog offline tp ada kendala biaya bisa ikutan ini yaa teman2💜 bantu share yuk! https://t.co/Az62kw61xi,E
💭 hi disini ada yg pernah naik jaklingko gak ya? bisa pakai kartu flazz gak ya? atau harus pakai kartu jaklingko nya makasih sebelumnya,O
"🤍 gue hri ini ultah kn yh *ucapin dnk* maw mnta rekomendasi hrus order minuman ap gt yh sbgai kedok self reward krna bs smpe umur sgni, ap gais kasi sy saran🤌🏼",N
🤍 buat kamu https://t.co/YRr3dFYxiA,O
🤍 bagi meme anakan dugong kuning ini dong guyss trimaacihh https://t.co/idYGUQlovt,O
"💭  kalau suatu saat punya anak, kalian pengen dipanggil apa sama anak kalian?",O
🤍 saran drakor dong guys udh lama gak nntn :/,O
🤍 ada yang punya pdf buku ini gaa? atau nyari buku pdf gitu dimana ya? https://t.co/gpuSsRVmUn,O
"💭 gimana ya, crush aku cuekin aku seharian terus aku cuekin balik 2 hari, pas aku balas dia gak balas lagi😭",N
💭 kucing kalian takut timun ga??,O
🤍 sedih banget pacarku gak bales chat udah berjam jam padahal kita lagi ngomong serius. aku gak tenang banget sementara dia on mulu di ig... pikiranku jadi kemana-mana.,N
🤍 pacar kalian kalau nggak dibales i love you nya suka protes nggak? https://t.co/CGiefnP6Po,O
🤍 cara confess ke crush virtual gimana ya😭,O
"I think I’ve seen this film before, 🤍 https://t.co/8on1Z8BsWj",N
"💭 COWOK KALAU PEKA NYEBELIN BET DAH YA, ini kemarin gebetan gua ngintrogasinya kek org yg ngegodain, mana sambil ditatap 🙃
—titipan https://t.co/6oP55C6TJB",N
💭 crush aku suka sama temen aku😔😔 ini aku harus mundur atau enggak?,N
"🤍 Ayooo anak muda jangan lupa berdoa ya, jangan putus asa percaya dan imani bahwa ada kuasa disebalik doa itu !! Tuhan Yesus menunggu God bless you",E
🤍 kalo masih cemburu does that mean i havent moved on yet 😞,N
"🤍 gapernah ngerasa dibanggain sama pacar, sedih ga si? apa gue yg salah pilih kali ya",N
"🤍 tw // mention of cheating , selingkuh

katanya kalau punya pacar atau lagi ada hubungan romantis dengan seseorang dan ngechat lawan jenis, itu termasuk selingkuh. kalau misalnya ngechat kayak pamerin ke romantisan atau ngechat lawan jenis bilang ""pacarku lucu banget"" (cont)",N
"🤍 Guys, kalian yang paketan ind°sat tuh kalau bel¡ paketan yang murah² tuh di mana? Sender pengen beli yang cuman 3-5gb 30 hari ga ada. Ada nya yang harian.
TIA 🙌",C
"apa itu termasuk selingkuh? atau curhat gitu. mungkin, ada beberapa orang yang memiliki hubungan dengan seseorang tapi gak merasa mempunyai hubungan gitu.",O
🤍 jam segini enakny makan apa ? tia,O
💭 bahasa inggrisnya ayam suwir/suwiran ayam apa yaa?? terima kasihh 🙆🏻‍♀️🙆🏻‍♀️,O
"🤍 selamat sore .. 💬⭐ aku mau cari temen! hehe :› aku orangnya {1} bawel {2} suka ngomong sendiri {3} suka nonton drakor, anime, dan tiktok {4} suka bengong %★ segitu dulu yah.. ^~^ jadi kamu mau nggak temenan sama aku⁉️ https://t.co/JEfZASZYlL",E
"🤍 mutualan ig rl yuu, drop link yaaa",O
🤍  pendapat kalian gimana tentang cewe yang confess duluan ke cowo? Sender mau confess tapi ragu,O
🤍 hari ini seneng gak?,N
💭 guys aku kan insyaAllah mau merantau.. tapi di rumah punya kucing. aku pengen open adopt😭,O
🤍 minta pap tapi gapernah di post samsek tu buat apa si?,O
"🤍 crush sender tdi ngeliatin sender balik, itu tandanya dia naksir ga sie sama sender??",O
"💭 GAIS HELP AKU PANIK BANGET HUAAAA. Jadi tadi siang tu aku mau ujian tapi website kampusnya lagi down jadi temen aku ada yang minta dikabarin. Nah berapa menit kemudian setelah aku bales chatnya itu webnya dah bisa dan aku langsung ngerjain, TAPIIII AKU LUPA (cont) https://t.co/ag1zADjAQH",O
"NGABARIN DIA. 😭😭😭 Sebenernya di grup ada yang ngabarin kalo web udah bisa, tapi masalahnya dia arsip kontak lain, gatau si grup iya juga atau ngga. Tapi tapi kalo ternyata dia beneran jadi ga ngerjain ujian dan harus susulan karena ga aku kabarin gimana dongggg, kan (cont)",N
aku jadi merasa punya tanggung jawab karena udah aku okein sebelumnya. Tolong banget kasih aku saran plissss 😭😭😭,O
🤍 tugas bisa berhenti ngejar gue gak? gue sukanya cowo kipop bukan lu,N
💭 di hari senin knp ya aku sial trs 🥺,N
"💭 ini keknya gara2 pada mau downgrad3 apk g0jek supaya bs combo voc goput udh didenger pihak g0jeknya deh wkwkwk, supaya rata udh ke update semua. btw ini versi yg 4.50.0 https://t.co/mZIM1F4XCm",N
"🤍 skrg aku udah 20 thn tapi masih ttp jatuh cinta yg paling berkesan buat aku tuh pas SD. telponan ketawa-ketiwi, main bareng seru2an, nunggu hari esok tuh excited bgt, ngobrol random bisa ttp ketawa. skrg pdkt sama cowok hambar terus gitu2 aja. aneh gak sih? aneh kan ya? 🥲",N
"🤍 cowo bakal sebel ga si kalo cewenya abis ngasih pap, terus foto itu dibikin sw atau instastory sama si cewe",O
💭 guys uas/pas di sekolah kalian kapan? trus udah persiapan belum? kalo sender sie dh pasti belum yh😄☝️,O
"🤍 Kalo aku ke dokter trs dikasih obat racikan buat kalo alergi kambuh, pas obatnya abis (mungkin dlm itungan bulan) aku wajib ke dokter lg buat minta resepnya apa gmn?",O
"💭 guys semisal aku mau open adopt kucing, tapi pemilik selanjutnya suruh bayar.. Gimana ya kalimatnya😭🙏

Jangan salty ya😭",O
"💭 KAK RAHMAT GUE UDA BBRPA BULAN HAVE A CRUSH ON U, TPI GUE BRU TAU KLO TRNYTA LO UDA PUNYA CEWE",N
"🤍 kasi ide untuk virtual date dong, tia",O
"💭 aku mulai mau buka hati buat orang yang lagi deketin aku, aku gak tau dia bakal confess atau gimana tapi semoga ada sesuatu yang baik buat kita berdua😃",N
💭 apa yg bikin kalian ngecrushin dia?,O
"💭 CW // FOOD
roti bakar harga 25k dapet 2 (rotinya pake roti tawar) menurut klean murah atau mahal?",O
🤍 makan mie yes/no?,C
🤍 emang kompetitif bgt bpk sy https://t.co/9bokn3A3qr,N
"🤍 suka sama cowo pinter, tapi pas udah dapet malah insecure karena saya ngang ngong :((",N
🤍 gue kesel bgt sm org kek gini asli https://t.co/S6gDxNDR7L,N
"💭 sender hari ini ketemu crush dari pagi sampe sore, terus kita ngobrol sjshskaj &gt;____&lt;",N
"💭 bagi au angst, yang sad bangett dong😔 aku lagi pengen nangis tapi kehabisan stock au",N
"🤍 tolong sarannya ya teman-teman.. aku bingung banget, terima kasih… https://t.co/RexA7flD8G",O
"💭 hidupku kok makin hari makin flat aja ya, gak semangat ngapa ngapain gak punya ambisi gak enak hati terus makanya tiap hari bawaannya cape terus lagi gak ngapa ngapain juga berasa cape 😔😔",N
🤍 saranin webtoon yang karakter cewe sama cowonya ponian dong kek anak remaja,O
🤍 capek bgt packing barang sendirii mau pindah kos:)),N
🤍 kalo jam segini cocok gak kalo mau sholat taubat? atau bagusnya jam berapa ya?,O
"guys klo senam wajah doang tnpa pake guasha, bisa bikin pipi jdi tirus ga 💭",O
🤍 duit jajan aku abis 😭😭,N
💭 ini tanggal berapa ya?😭 bulan nya desember https://t.co/OaOsapGZhu,O
💭 coba ceritain kegiatan kalian pas masih sd dari pagi sampe malem,O
"🤍 jujur, sebagai s affiliator sekarang bingung mau promosi gimana. kalau dari kalian orang awam, kalian maunya kita promosinya gimana? 

semangat terus yaa buat semua affiliator demi nambah duit tabungan💞 https://t.co/qLjssBn3K7",O
🤍 last day in October!!!! drop foto jepretan kalian akhir bulan ini mau liat donggggg https://t.co/KwRbEqARgz,E
"🤍 please normalize beli kue ultah buat diri sendiri ;'
Tadi pas aku beli kue mbaknya senyum² terus dan pas aku keluar toko mbaknya ketawa sama temennya, gatau itu senyum ramah apa senyum ngejek dan ngetawain aku yg beli kue hbd to me ;'",N
🤍 Ya Allah Masa Sekolah Gw Ada Razia Isi Hp,N
"🤍 suka pedes atau manis, aku sih pedes 😍",A
"🤍 saranin buah tangan buat jenguk nenek, dong. bingung mau bawain apa, soalnya kali ini aku pergi ke kampung sendirian. 🥺",O
"💭 kalo menurut kalian gimana? apa yg harus dilakuin ketika masih pacaran, tapi salah satu pihak merasa lost feeling. https://t.co/iT1mX6I3qz",O
"🤍 guyssss jadi mataku minus 0,25 + silinder 0,25 kanan kiri, ga terlalu ganggu sebenernya, tapi lebih baik pake kacamata apa ngga?? 😔",C
"💭 guys, laptop yang keyboardnya ada lampunya gitu kisaran harga berapa ya?",O
"💭 gimana caranya ngatasin rasa kangen buat ex ya? Aku kangen mantanku, tp kami udah bener² lost contact😢",O
"🤍 pengguna hp xiaomi, tunjukkin font hp mu yg lucu itu!",N
sender lg sakit (gk boleh makan pedes) enaknya makan ap yh😔 💭,N
"💭 Gara-gara namaku, aku sering dikira cowok. Tapi kali ini biarin aja dah dipanggil mas, aku capeeeek. https://t.co/VKjsYEK5zA",N
💭 ahmad kata gweh lw mending diem aj dh https://t.co/OjMTYqzw8x,N
🤍 li ma ka taa https://t.co/H95kD0w3wn,O
"💭 mending yg mana ya guys? klo ada yg punya, boleh tolong revi3w dong https://t.co/uDjVuoqW81",C
🤍 halo halo temenan yuuuk? small acc get a freepass! reply ya,O
💭 guys bahasa inggris nya “tumbuk biskuit hingga menjadi halus” apaa? makasii,O
"💭 haloo, temen temen disini ada yang make in ear monitor gak ya?? boleh tolong rekomendasi sama reviewnya? terima kasih!!",C
"💭 padahal udah di sadarin sama story nya yang ngebucin sama cewe lain, tapi tetep aja ngecrushin",N
"🤍 yang mana ya guys, makasih sebelumnya😫 https://t.co/MNrSw3mkvM",O
ambil ga ya gais 🤍 https://t.co/TcdArlMqF1,O
💭 padahal ngetik begini doang tapi harus ngumpulin nyali dulu🙂 https://t.co/m9oM465MIR,N
💭 spill ayang fiksi mu https://t.co/2AkFD9OHuZ,O
🤍 emaknya rafatar cantik banget pas kecil https://t.co/XD0ukbx86e,N
🤍 ngaji sambil mam permen https://t.co/wWPDfo5LlA,N
"Boleh saranin aku kado untuk wisudanya pacarku? Bukan bunga atau makanan gitu-gitu, tapi kado yang bisa disimpan/dipake dalam waktu lama. Makasih sebelumnya! 🤍",O
"@ cakeyanin kakakkk semangat yaa sidangnyaa! SEMOGA LANCARRRR. anw halo semua, boleh tolong semangatin kak anin? makasih banyak orang orang baikk🌻💗

-dimsum&lt;3

🤍",E
🤍 apa kata-kata baik mantan yang sampe sekarang masih lo lakuin?,O
🤍 lebih murahan alf4 ama indo ya menurut km?,O
"💭 halo semua, tolong rekomendasi novel dari wattpad anak sma yg seru dan tentunya happy ending dong! mungkin ada saran author yg terbitin novel novel remaja sekalian 🤩✌️ thanks all!! ❤️",O
"🤍 please serem, tadi jam 1 malem keponakan aku yang masi tk keluar sendiri dari rumah, dan diem berdiri di teras, abis itu dia gedor gedor pintu, tapi pas ditanya gak jawab malah diem aja akhirnya sama kakak aku dibawa lagi ke dalem 😭",N
"aku mau fansign sama jaehyun, dan mau kasih letters ada saran kata2 letters nya ap? 🤍",O
"💭 jadi gimana.. tolong bahagia ya...
https://t.co/MnmONYrwWz",O
💭 guys caranya tidur biar ga ngorok itu gimana ya? aku malu:( soalnya bbrp hari lagi mau study tour sama temen. thanks in advance,O
🤍 ti ti pann https://t.co/T09Q37hjMY,O
"🤍 halo besok kan young royals season 2 tayang, itu sistem di n3tflix nya lngsng full eps atau satu-satu gitu ya? ada yg tauu? thanks",O
💭 masih ada aja ya orang yang begini https://t.co/ohtWfg2F8b,N
💭 temenan sama akuu yuk! i'm unlabeled,O
"💭 cara melupakan cowok/cewek kpop: ""kerja atau menyibukkan diri"" true or false guyss 😔",N
"💭 Guys, sender kan ngekos di Bandung. Bulan ini udah abis sekitar 2,4jt. Untuk anak kosan, segini tuh boros ga ya? :"")",O
"🤍 kadang suka mikir, apa aku ga pantes punya temen ya? rasanya selalu gagal dalam pertemanan",N
"🤍 tolong notis sender ya, terimakasiiii https://t.co/SLLD0IbQHQ",O
Wkwkwkwk 300k/bulan demi centang biru 🤍 https://t.co/UU5YWR0tTw,N
"💭 kalian gemes ngga sih kalo ada yg ngetik ""nggak"" itu disingkat gini? https://t.co/CWABmFz1ki",O
💭 ada yg ig nya keluar terus ga? lgi eror kah? 😫,O
"🤍 Panik tiap kamu up story, 
Takut isinya bikin nyesek. Wkwkwkw",N
"🤍 cw // death
Cw // Itaewon

Td aku nyerita ke mamah tentang berita Ita3won sama 1ndia, katanya karena ini bulan mulud jd banyak berita yg ga enak ya? Katanya kalo bulan mulud jgn kemana2, tp wallahualam k3mati4n hanya Tuhan yg tahu🙏",N
💭 yaallah baru sadar ternyata bibir gue gak simetris😭 nyesel tidur miring mulu😭,N
🤍 mau bilang apa sama october?,O
"🤍 halo, ada yang mau ajarin aku bikin kkt?",O
💭 nge-charger sebaiknya waktu baterai sisa berapa persen supaya jaga baterai health hp?,C
🤍 [langsung speechless] 😞 https://t.co/d6MLwnYpkT,N
💭 kalo hts-an terus langsung silent treatment gapapa kan? ☺,O
"💭 kalau hapus data vsco, terus login gmail lagi foto nya masih ada ngga sih?",O
💭 cara baca uname ig beliau ini gimana ya guys? https://t.co/HTtvE8Ypdp,O
🤍 orang luar negeri punya base twitter kaya di Indonesia ga sih gais?,O
🤍 gimana hari ini cape ngga? :) ur doing well today!,E
"💭 i don't wanna d1e, i sometime wish i never been born at all",N
💭 ada yang tau ga arti tulisan ini apa? aku baca hangulnya agak kurang jelas. makasihhh banyakkk! https://t.co/v4990yVcsS,O
"💭 SPILL + dan - Wifi kalian dong, pengen pasang wifi dirumah tapi mau cari referensi duli https://t.co/Ob3kKguqln",N
💭 lirik lagu nya gaes 😃😃🥲🥲 https://t.co/Bjtyz3Bv6y,O
"guys mw bantuin ak ngisi angket gakk? nnti l1nk ny ak taro rep, mangkasie 💋 🤍",O
💭 siapa yg pernah ngirim mf terus ikut nimbrung ngerep juga??? sayaaa☝,A
🤍 Bitt3rsweet colab sama Vas3line bentuknya gemes banget woyy syg banget kalau dimakan😭 https://t.co/Rfwv6ayIjf,N
"🤍 mama bilang ke aku kalau didikan dia selama ini ga masuk ke aku, males. Aku belajar susah payah, dapat beasiswa dari sekolah, tapi masih di anggap gabisa apa², aku harus jadi apa buat banggain mama wkwk, Kakak ku skrng jadi pengangguran tp di rumah di jadiin raja (cont)",N
"aowkoakwowk adek ku selalu di manja, bingung sampe skrng aku kurang nya apa hahaha, kurang bisa jadi sumber duit kah.",N
cowo paling ngeselin sedunia alam semesta dikelas gwehj tadi puk pukin gwehj pas sakit kepala ALIAS WOWWWW NI COWO KSURUPAN JIN BAIK YACHHH 💭,N
"💭 titipan.
CW // kpop
yuk bisa yuk:( siapa tau aku bisa ketemu km, ayok komen dn sapa aku. kita mutual4n🫶🏻😔💚🙆🏻‍♀️🦋🌟 https://t.co/wX2JZKBEl5",O
💭 guys saran oleh-oleh di joger selain sandal apa yaa?,O
💭 Gue screen record yt di laptop pake windows+G tapi pas udah selesai record malah ga ada suaranya... itu kenapa ya guys?,O
🤍 hmm curiga punya cwo spek hilmy https://t.co/3ygDIQ8vUc,N
💭 waktu berlalu cepat sekali kecuali saat nunggu 3 menit di jam 19.47 pas mau ngirim menfess :D,N
💭 akhirnya aku jadi princess https://t.co/TulgbA8M5s,N
💭 guys ini maksudnya apa ya? dari kemarin mau update takut 😔 https://t.co/TLoLBxAZFG,O
"💭 ada yang bersedia bantu like tugas di tikt0k? kalau mau aku dm yaa, barter tugas jg gapapaaa. thank you🫶",O
🤍 unlabeled and rant ayo mutualan,N
🤍 tahun 2023 puasanya bulan apa ya,O
"💭 yangg udah update ios 16, battery health nya turun bgt gaa? aku mau update tp masih maju mundurrr :(",O
"💭 Pernah nggak sih kalian random nge dm mutual (fangirl), sksd kenalan nanyain kabar gitu?? Risih nggak kalau kalian dapet dm gitu?",O
🤍 kalian bisa log in ig gak? gue dari kemarin gabisaa,O
🤍 Hi..ada yg mau bantu aku isi padlet ultah untuk bestiku ngga? Minta tolong bgt ini mah🥺🙏🏻❤️,O
"🤍 gapapa kok ngeluh, tp kalo emg gakuat ceritain aja ya jangan dipendem sndiri :)",N
"Ayo cerita yaa, soalnya sender lg di posisi ini. Baru putus minggu lalu tapi tetep ngehubungin mantan buat balikan😭 💭 https://t.co/XMaQdkQexb",N
Kirakira si fuze sedih gak ya 💭 https://t.co/cCJGAhwlHb,O
"💭 i love him, but....",N
💭 ini yg nyiptain tugas kelompok siapa sih,N
💭 ada yg tau cara perbaiki akun ig yg kesuspend gak?? bantu pls😭,O
"Kalian yang makan daging babi, rasanya kayak gimana sih? Terus kalo dibandingin sama daging ayam, sapi, kambing gitu rasanya lebih mirip sama daging apa? 🤍",O
ring.. ring.. ☎️💥 do you mind to be my friends⁉️ a little information about me: {1} i’m a rp writer {2} TAALKSS A LOT! pleathe drop a topic or a simple hi below 0___&lt; 🤍,N
"🤍 kalau peluangnya
5% diizinin nonton konser
95% ga diizinin n diceramahin abcdxyz 

Mending ttp nyoba izin atau yaudah terima ga usah nonton?:( TP PGN NONTON😭😭😭 all akomodasi+tiket bisa pake uang sendiri, jgn saranin ga usah izin soalnya ak dr luar jkt + takud knp2:(",N
"🤍 Good evening, peeps. Since I'm starting a new life I need a lof of friends who are willing to interact with me for a long time (not just to fill up my dusty timeline). I put my interest on BTS, TXT, animanga, danmei &amp; ML. I'm also a casual listener of ITZY, NMIXX, (cont) https://t.co/7P08yDzySf",E
"japan/anime songs, &amp; lagu lawas Indonesia. Please leave a trace with your TMI or question to summon me. I'm already legal and use him as my pfp.

See you!",N
💭 guys gimana cara ngajak mutualan anon jahat,O
🤍 jaga kesehatan ya jangan sampe sakit smgt,E
💭 haii ada yang pernah kaya gini nggak? ngembaliin foto sama video gimana ya? di google foto juga ngga ada https://t.co/6bj4TFyOBF,O
💭 yg ig nya kesuspend cung 😔☝🏻,A
🤍 guys kalian yg ip user instagramnya keluar sendiri ga?,O
"💭 dibanding selalu nangis, nyalahin keadaan dan kecewa sama diri sendiri karena penyakitan, aku sekarang lebih milih minta di kuatin, di kasih keikhlasan thp semua yg aku laluin. dan alhamdulillah semuanya jadi terasa ringan☺️",N
🤍 gaes saranin film/drama yg sedih dong,O
💭 ada yang tau cara balikin akun ig yang ditangguhkan ngak??? Masalahnya itu ig banyak banget data pentingnya takut ngak bisa balik 😭,O
💭 guys cara biar jadi orang sabar gimana yahhh,N
"temenku panik 1st acc ig nya kesuspend, bisa balik gak ya? 💭",O
"A casual listener of Taylor Swift here. I’m a guy with two water placement in my chart, watches You and Breaking Bad, and lately I’m looking forward to Chainsaw Man. Oh, I’m a big fan of Drake and Abel Tesfaye too, big time. Wanna be my companion? 🤍",O
"🤍 guys aku freelancer design, dan kebetulan udah banyak yg kenal. tp aku jenuh bgt pake brandku yg sekarang, kalo aku full re-brand dari nama yay or nay?",O
"🤍 sender kelas XI sma. Pengen nyoba cari cuan dengan cara jualan makanan yang sistemnya preorder gituu, mumpung sender tinggal di kabupaten yang apa apa masih jarang ada. Kalo menurut kalian, makanan apa ya yang simple tapi tetap enak dan banyak peminat? Tiaa!",O
🤍 buka rek baru bcä expresi yg ngga ada buku tabungan worth it ngga ya?,C
"🤍 guys ig kalian suka keluar tiba"" gitu ga sih? ig aku dri kmrin keluar""an terus tiap di buka :(",O
"💭 gais ig kalian followers nya turun drastis gak? masa ig ku tiba"" turun drastis padahal sebelum nya masih aman. ini dalem hitungan menit berkurang 10 followers. followers berkurang tapi following ku ga berkurang, itu kenapa ya? :(",O
"help me😭 sender pas buka ig tiba2 jadi kaya gini, ini akunnya nanti bisa balik ga ya? makasihhhhh sebelumnya 🤍 https://t.co/GsTDNkRtdH",O
"💭 gais jgn salty ya, kan sender tdi ujian trus ada kelas lain ngajak barter kj pelajaran yg beda. Sender langsung muncul rasa ga nyaman gtu. Cara nolak yg baik gmn ya?? Makasih banyak❤️",O
"Instagram tiba2 dinonaktifkan sementara, trs suruh masukin kode yg dikirim ke email sama hp. abis masukin ngga ada notif apa2 malah cuma muter2 doang di halaman itu. apa bisa diaktifin lagi? 🤍",N
💭 kalian manggil pacar / crush pake sebutan apa? 🥰,O
"💭 ini instagram lagi bersih"" apa gimana sih, yang ga ngapa""in jadi overthinking anjir",N
"🤍 akhir okt gini bgt, liat crush foto sm cewe lain + masukin story dan judul laguny ""lover""",N
💭 HELP DONG COWOK KLO MELUK DARI BLKG TANDANYA APAAAA? APA ITU SALAM PERPISAHAN? MANA GUE PAS DI PELUK GITU LGSG LEPASIN DAN LARI KABUR KRN SALTING BGT😭😔 btw im 21yo. https://t.co/bd6DwP5ddM,O
"💭 hari ini sender ultah dan udah mau ganti hari masih gaada yang ucapin sender, balon balon pas buka accpun gaada, gkpapa sih tapi agk sedih dikit, segini 🤏🏻 hehehe",N
"💭 boleh tolong saran proker untuk sekbid 10, timakasii",O
"💭 aku baru pertama kali belanja di soc*olla jadi gatau dan barang nya masih otw, ini di klik kah konfirmasikan pesanan? Atau klik nya pas barang nya udah sampai? https://t.co/4cs1uX8bp9",C
💭 suka sama sahabat yang lawan jenis yay or nay? 😀 trus knpah...,O
